text,audio_text,path,audio_path
"This is an interview presented as a static, eye-level medium shot from a front view. The scene is set against a solid black background with spotlight lighting focused on the subject. In the center, a woman with blonde, shoulder-length hair, wearing a red long-sleeved top with a cutout at the neck, is the main subject. A small black lavalier microphone is clipped to her top. She is speaking and gesturing with her hands, her expression engaged and thoughtful. She says, [SPEECH_0].","A clear, female voice speaks in a calm and measured tone. The delivery is steady and articulate, with a neutral emotional affect. The audio is clean and free of background noise, suggesting a professional recording environment.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/549d5ec25a0bc891313da9f4e17b1860-Scene-070.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/549d5ec25a0bc891313da9f4e17b1860-Scene-070.wav
"This is an interview, presented as a static, eye-level close-up shot from a front view. The scene is set indoors against a dark, solid-colored wall, with a blue light illuminating the right side of the frame and creating a low-key lighting effect. In the center-left, a man with curly brown hair, a full beard, and blue eyes, wearing a black suit jacket over a black shirt, is speaking and gesturing with his hands. He has an engaged and thoughtful expression. He says, [SPEECH_0].","A clear, calm male voice speaks in a measured and thoughtful tone. The audio is clean and free of background noise, indicating a controlled indoor recording environment.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/2278ddfcd2bf4d792231cf0677b5432f-Scene-059.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/2278ddfcd2bf4d792231cf0677b5432f-Scene-059.wav
"This is an interview, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor studio with a dark background and a vertical row of bright, circular lights, resembling a vanity mirror or stage lights. In the center, a man with dark hair and a beard, wearing a red and white varsity jacket with a cartoon character patch over a white t-shirt, sits with an engaged and thoughtful expression. He is speaking and gesturing with his hands, saying, [SPEECH_0]. The lighting is high-key, and the audio is clean with no background music or sound effects.","A clear, neutral male voice speaking in a calm and conversational tone. The speech is steady and well-paced, with no noticeable background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/1a037610fcc4a9b9dadc335edb29623b-Scene-189_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/1a037610fcc4a9b9dadc335edb29623b-Scene-189_cropped.wav
"This is an interview, presented as a static, eye-level close-up shot from a front view. The scene is set in a studio with a plain, bright white background and high-key lighting. In the center, a young man with short brown hair, light-colored eyes, and fair skin, wearing a white t-shirt with a small black microphone clipped to the collar, is speaking. He has a thoughtful and serious expression and occasionally gestures with his hands. He says, [SPEECH_0]. Soft, neutral instrumental music plays in the background.","A clear, calm male voice speaking in a neutral tone. The speech is steady and conversational, with a moderate pace. Soft, instrumental background music plays throughout, creating a neutral and unobtrusive atmosphere.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/e0dbf88740d8fc6c1e44d9744be2913a-Scene-015_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/e0dbf88740d8fc6c1e44d9744be2913a-Scene-015_cropped.wav
"This is an instructional video, captured in a static, eye-level medium shot from a front view. The scene is set in an indoor room, possibly a climbing gym or office, with a dark wall covered in various climbing gear in the background and a grey counter in the foreground. A man in a blue t-shirt with a mountain graphic, brown pants, and a dark baseball cap with white text stands in the center of the frame, holding an orange rope. He is actively manipulating the rope with both hands to demonstrate a knot-tying technique, looking directly at the camera with an engaged and instructional expression. He speaks, saying, [SPEECH_0]. The lighting is artificial and even.","A clear, friendly male voice speaking in a calm and informative tone. The dialogue is natural and instructional, with a steady pace and a conversational style. The audio is clean and well-recorded, with no noticeable background noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/3910fd13c2d2d13b4e99c2fb1e2d1e86-Scene-009.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/3910fd13c2d2d13b4e99c2fb1e2d1e86-Scene-009.wav
"This is a DIY tutorial video, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor space under construction, possibly a basement or garage, with exposed wooden walls and a concrete floor. In the center foreground, a man with short dark hair and a beard, wearing a grey long-sleeved shirt and camouflage pants, is kneeling. He holds a large white bag with a yellow label that reads 'OVER EZE' and speaks enthusiastically to the camera, gesturing with his hands. The background includes a blue tarp on the floor. The lighting is even and bright, likely from artificial indoor lighting. The man says, [SPEECH_0].","A clear, friendly male voice speaking in a calm and informative tone. The dialogue is natural and engaging, with a steady pace and a slightly upbeat inflection. The recording is clean, with no noticeable background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/0aece878bf18b4bc5526dc268597363f-Scene-014_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/0aece878bf18b4bc5526dc268597363f-Scene-014_subtitle_cropped.wav
"This is an instructional video, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor room under construction during the daytime, with unfinished drywall walls and a window in the background, illuminated by natural light. In the center, a man with a beard, wearing a bright green high-visibility shirt and dark pants, is the main subject. He holds a long, silver metal tool with white plaster on it and moves it along the wall with a focused expression. The tool scrapes against the wall as he works. He speaks, saying, [SPEECH_0].","A clear, neutral male voice speaks briefly, followed by the distinct sound of a metal tool scraping against a hard surface.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/b6709599d3d597f7b71aeeadcd158f48-Scene-043_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/b6709599d3d597f7b71aeeadcd158f48-Scene-043_subtitle_cropped.wav
"This is a product demonstration video, presented as a static, eye-level medium shot from a side view. The scene is set in an indoor warehouse or storage facility for bicycles, with racks of bikes and stacks of boxes in the background, under bright, even lighting. In the center-left, an older man with short grey hair, wearing a black long-sleeved shirt with orange accents and the 'GIANT' logo on the back, stands next to a bright lime green and black Giant Defy road bicycle. He has a neutral and informative expression as he gestures with his hands towards the bike's frame and handlebars while speaking. To his right, in the background, multiple bicycles, mostly red, are stored on a multi-tiered rack. Behind him are stacks of cardboard boxes with 'GIANT' branding and 'OPEN HERE' text. The man says, [SPEECH_0]. A soft thud sound is heard, possibly from his hand or the bike.","A clear, informative male voice speaking in a calm and steady tone. The speech is at a moderate pace, with a neutral and professional delivery. The audio is clean and free of background music, with only a faint ambient room tone and a single soft thud sound effect.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/a917f57c7ad32d174a62bf6ef56a12f2-Scene-010_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/a917f57c7ad32d174a62bf6ef56a12f2-Scene-010_subtitle_cropped.wav
"This is a lecture or presentation, captured in a static, eye-level medium shot from a front view. The scene is set in an indoor industrial loft or warehouse with exposed wooden beams, a metal staircase, and corrugated metal walls, illuminated by soft, even lighting. In the center of the frame, a man with a beard, wearing a black v-neck t-shirt, light-colored shorts, a grey beanie, and multiple bracelets on his right wrist, stands and speaks. He has a small microphone clipped to his shirt and uses various hand gestures to emphasize his points, with an engaged and expressive demeanor. He says, [SPEECH_0].","A clear, calm male voice speaks in a steady, instructional tone. The audio is clean and well-recorded, with no background music or ambient noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/e765a0923231817c2c5a84144ead328d-Scene-002_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/e765a0923231817c2c5a84144ead328d-Scene-002_subtitle_cropped.wav
"This is a vlog filmed in a static, eye-level medium shot from a front view. The scene is set in an indoor garage during the daytime, with a cluttered background of a yellow bucket, a large bag of material, and wooden planks, all under artificial lighting. In the center foreground, a man with a beard, wearing a blue and grey beanie, a grey hoodie with 'ShiftingLane.com' text, and blue jeans, is sitting on the floor. He is talking to the camera with an engaged and informative expression, gesturing with his hands. To his left in the background, a silver hatchback car with its rear hatch open is stationary. The man speaks, saying, [SPEECH_0].","A clear, neutral male voice speaks at a moderate pace in a calm and informative tone. The audio is clean with no background music or ambient noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/2806c7988caa4ea14c539c5b4618ce0a-Scene-007_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/2806c7988caa4ea14c539c5b4618ce0a-Scene-007_subtitle_cropped.wav
"This is a vlog-style video, captured in a static, eye-level medium shot from a front view. The scene is set in an indoor workshop or shed during the daytime, with various tools and equipment visible in the background and natural lighting. In the left foreground, a man with curly blonde hair, wearing large clear safety glasses, a blue neck guard, and a dark green long-sleeved shirt, is the main subject. He is initially seen operating a chainsaw on a large wooden sculpture of a bear, then he stops, gestures with his hands, and speaks to the camera. The sculpture, positioned in the center-right, is a large, unfinished piece of wood with carved fur details. The man's expression is concentrated while he is carving and becomes expressive and explanatory as he talks. The sound of the chainsaw operating is prominent. The man speaks, saying, [SPEECH_0].","A clear, instructional male voice speaking in a calm and steady tone, with a moderate pace and neutral emotion. The speech is accompanied by the prominent, rhythmic sound of a chainsaw operating in the background.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/25956cb5b5281a935c4cf9bca1fb660d-Scene-024.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/25956cb5b5281a935c4cf9bca1fb660d-Scene-024.wav
"This is an interview or vlog-style video, presented as a static, eye-level close-up shot from a front view. The scene is set in an outdoor industrial area, likely a quarry or construction site, under an overcast sky with natural lighting. In the center foreground, a woman with blonde hair, wearing a white KASK helmet, a white t-shirt, and a black vest with yellow reflective stripes, stands with her hair blowing in the wind. She has a happy and animated expression and is speaking, saying, [SPEECH_0]. In the left background, a large, modern, silver semi-truck is parked stationary. The sound of wind blowing is audible throughout the clip, and there is no music.","A clear, friendly female voice speaking in a calm and warm tone, with a natural and conversational pace. The dialogue is intimate and relaxed, with subtle background wind noise, indicating an open-air outdoor environment.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/84534879e1d1fd04ed084832523fef01-Scene-006_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/84534879e1d1fd04ed084832523fef01-Scene-006_subtitle_cropped.wav
"This is a vlog presented as a static, eye-level medium shot from a front view. The scene is set in an outdoor industrial area at night, with a dark sky and numerous out-of-focus lights creating a bokeh effect in the background, along with visible smoke or steam. In the center foreground, a man with dark, styled hair, a beard, and brown eyes, wearing a beige cable-knit sweater over a dark shirt, stands and speaks directly to the camera with an engaged and expressive demeanor, smiling and nodding. He makes various hand gestures as he talks. A brief, bright flash of light appears on the left side of the screen at the beginning. A battery icon and a camera graphic with a price tag appear as on-screen overlays on the right side. The man speaks, saying, [SPEECH_0].","A clear, neutral male voice speaks in a calm and informative tone, with a steady pace and no noticeable emotional inflection. The speech is set against a quiet background with no discernible ambient noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/8ae264f1d144b3b451bb7095cdc200ea-Scene-005.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/8ae264f1d144b3b451bb7095cdc200ea-Scene-005.wav
"This is a vlog, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor room with dark gray walls, illuminated by low-key lighting. In the center, a man with a full dark beard, wearing a blue t-shirt with a circular logo and a black baseball cap with a red maple leaf logo, sits at a desk. He holds up two small, light-colored cards with handwritten text on them, one in each hand, and speaks into a black professional microphone positioned in front of him. He says, [SPEECH_0]. The background features wooden shelves holding various items, including a framed picture of a galaxy, a model of a robot, a framed black and white photo of an AT-AT walker, and a framed Peanuts comic strip.","A clear, neutral male voice speaks in a calm and steady tone. The speech is direct and informative, with no background music or ambient noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/a0bf291c3bfbfdc828898e16959131f7-Scene-028_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/a0bf291c3bfbfdc828898e16959131f7-Scene-028_subtitle_cropped.wav
"This vlog is filmed with a steady, eye-level, medium shot from a front view, with the camera tracking forward as the subject walks. The scene is set in an underground corridor with curved concrete walls and a concrete floor, illuminated by artificial fluorescent lights on the ceiling. On the left side of the corridor, there are rows of empty, brown, metal-framed bunk beds. In the center, a man with a beard, glasses, and a top-knot hairstyle, wearing a black hoodie and a black backpack, walks forward while talking to the camera with an engaged and conversational expression. He says, [SPEECH_0]. The sound of his footsteps on the hard floor is audible.","A clear male voice speaking in a calm and conversational tone, with a slight echo suggesting an indoor, spacious environment. The speech is accompanied by the distinct sound of footsteps on a hard surface.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/02a94bb542a64b743f8befa78939d1ef-Scene-035.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/02a94bb542a64b743f8befa78939d1ef-Scene-035.wav
"This is a vlog, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor workshop or studio during the daytime, with a pegboard full of tools on the wall in the background and a large piece of wood to the left, all under soft lighting. In the center, a man with short dark hair and a beard, wearing a black short-sleeved button-up shirt, stands and talks to the camera with an engaged and enthusiastic expression, using expressive hand gestures. He says, [SPEECH_0].","A clear, friendly male voice speaking in a calm and warm tone, with a moderate pace and a happy, engaging emotion. The dialogue is natural and intimate, with subtle background room ambience, indicating a quiet indoor environment such as a home office or recording studio.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/55fbc6d68b168584d6432f0ba50c415b-Scene-084.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/55fbc6d68b168584d6432f0ba50c415b-Scene-084.wav
"This is a vlog, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor workshop or garage during the daytime, with green metal cabinets, a white refrigerator, and a red fire extinguisher in the background, under artificial lighting. In the center, a bald man with a light beard, wearing a green long-sleeved shirt and a blue and brown vest, stands behind a table. He holds a dark blue and maroon suitcase with a 'DELSEY' logo on the front. He opens the suitcase, revealing its contents, and gestures towards it while speaking. He has a surprised and amused expression, smiling and looking at the camera. The sound of a suitcase zipper being opened is audible. He says, [SPEECH_0].","A clear, friendly male voice speaking in a calm and warm tone, with a slight accent. The dialogue is natural and intimate, with subtle background room ambience, indicating a quiet indoor environment such as a workshop or garage.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/363ca4ae77497648e13d4933824291c8-Scene-032_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/363ca4ae77497648e13d4933824291c8-Scene-032_cropped.wav
"This is a vlog-style video, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor woodworking workshop during the daytime, with a wall full of tools in the background and bright, even lighting. In the center, a bald man with a red beard, wearing a maroon t-shirt with a white periodic table design featuring the symbol 'Fe', is seated. He holds a metal tool with multiple prongs in his hands, gesturing as he speaks to the camera with an engaged and expressive look. He says, [SPEECH_0].","A clear, friendly male voice speaking in a calm and informative tone. The dialogue is natural and conversational, with a steady pace and a slightly inquisitive inflection at the end of the sentence. The audio is clean and free of background noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/81b93190f0e97a51e1b73485d780de0b-Scene-002_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/81b93190f0e97a51e1b73485d780de0b-Scene-002_subtitle_cropped.wav
"This is an instructional video, presented as a static, eye-level medium shot from a front view. The scene is set in a cluttered workshop during the daytime, with wooden walls, a pegboard with tools, shelves, and a window with blue blinds in the background. In the center-left of the frame, a bald man with a goatee, wearing a blue short-sleeved button-up shirt and blue jeans, walks towards a wooden workbench. He places a black and tan canvas duffel bag on the bench and begins to speak while gesturing with his hands. To the right of the bag, a vintage-style, silver-colored, cast-iron radiator stands upright on the workbench. The man has an engaged and informative expression. He says, [SPEECH_0].","A clear, friendly male voice speaking in a calm and informative tone. The dialogue is natural and instructional, with a steady pace and a moderate volume. There is no background music or ambient noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/fc901275e41a0afb7d64b3c6cfbb2317-Scene-002.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/fc901275e41a0afb7d64b3c6cfbb2317-Scene-002.wav
"This is a theatrical performance, presented as a static, eye-level medium shot from a front view. The scene is set in a dimly lit trench or bunker, with sandbags stacked in the background and low-key lighting. In the center, a man with a mustache, wearing a brown military uniform and a steel helmet, sits at a desk with a focused and expressive expression. He is writing on a piece of paper with a pencil while speaking, saying, [SPEECH_0]. To his right, a large, dark-colored machine gun mounted on a tripod is visible. Audience laughter is heard in the background after the line is delivered.","A clear, expressive male voice speaks in a theatrical tone, delivering a line with surprise and emphasis. Following the speech, the sound of audience laughter is heard, indicating a live performance setting.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/51619ff2003968fd9836aa6fff12d31f-Scene-029.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/51619ff2003968fd9836aa6fff12d31f-Scene-029.wav
"This is a product review or vlog, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor workshop during the daytime, with wooden walls, a black tool chest, and various tools and bicycle parts visible in the background, all under bright, even lighting. In the center, a middle-aged man with short, graying hair and a salt-and-pepper beard, wearing a green t-shirt with a yellow graphic, holds a black bicycle handlebar horizontally with both hands. He looks at the camera with an engaged and informative expression and says, [SPEECH_0].","A clear, male voice speaking in a calm and informative tone. The speech is steady and at a moderate pace, with no background music or ambient noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/6b54aaa2a2f4c960fb59e4cba6774c91-Scene-040_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/6b54aaa2a2f4c960fb59e4cba6774c91-Scene-040_subtitle_cropped.wav
"This product demonstration is filmed in a static, eye-level medium shot from a front view. The scene is set in an indoor warehouse or factory at night, with stacks of orange beverage cans in the background and low-key lighting. In the center, a man with dark, wavy hair, wearing a black long-sleeved shirt, a black baseball cap with a brown patch, and a silver chain necklace, holds a black water bottle. He smiles at the camera, unscrews the cap, and says, [SPEECH_0]. The sound of the bottle opening is audible.","A clear, friendly male voice speaks in a calm and happy tone. The dialogue is natural and conversational, with a slight echo suggesting a large indoor space. The sound of a bottle opening is distinct and close to the microphone.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/c87172d0cb3574d392b5fd5c3a93cd42-Scene-027.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/c87172d0cb3574d392b5fd5c3a93cd42-Scene-027.wav
"This is a vlog presented as a static, eye-level medium shot from a front view. The scene is set in an indoor room, likely a climbing gym or a gear room, with a white pegboard wall densely organized with various climbing equipment in the background. In the center, a young man with a beard, wearing a blue and white tie-dye t-shirt with the text 'Fuck sending' and a graphic of a climber, a grey and green baseball cap, and light-colored shorts, is holding a green and blue climbing device. He is speaking directly to the camera with an enthusiastic and smiling expression, gesturing with his hands. He says, [SPEECH_0]. The lighting is bright and even.","A clear, friendly male voice speaking in a calm and warm tone, paired with a gentle, smiling female voice. The dialogue is natural and intimate, with subtle background room ambience, indicating a quiet indoor environment such as a living room or recording studio.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/eeb440babb85253c4fd45dc67a4a974b-Scene-001.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/eeb440babb85253c4fd45dc67a4a974b-Scene-001.wav
"This is an interview, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor garage or workshop during the daytime, with a large, segmented garage door in the background and a red fire extinguisher visible on the right. In the center, an older man with short, gray hair, wearing a black quarter-zip sweater over a collared shirt, sits and speaks with an engaged and thoughtful expression. He gestures with his hands as he talks, saying, [SPEECH_0]. To his left, the rear portion of a red and blue race car is partially visible in the foreground. The lighting is soft and even.","A clear, calm male voice with a neutral tone speaks at a moderate pace. The audio is clean with no background music or sound effects.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/de8147469176a62744d38e706d1bf5ec-Scene-026.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/de8147469176a62744d38e706d1bf5ec-Scene-026.wav
"This is an interview, presented as a static, eye-level medium shot from a front view. The scene is set in an industrial workshop or factory floor during the daytime, with metal shelving and equipment in the background and artificial lighting. In the center-left of the frame, a middle-aged man with short, gray hair and a goatee, wearing a gray button-down shirt with a logo on the left chest, is speaking and gesturing with his right hand. He has an engaged and conversational expression. He says, [SPEECH_0]. A large, red industrial machine, possibly a press, with a white control box labeled 'Mint Placer', is visible in the background to the right.","A clear, neutral male voice speaking in a calm and informative tone. The speech is steady and at a moderate pace, with no background music or ambient noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/0edcd46188948719ee98fd928fa515c1-Scene-025_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/0edcd46188948719ee98fd928fa515c1-Scene-025_subtitle_cropped.wav
"This is a vlog-style video, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor studio or room with a dark, paneled wall in the background, featuring visible rivets or bolts, under low-key lighting. In the center of the frame, a man with short blonde hair, wearing a grey ribbed sweater and a black watch on his left wrist, sits and speaks directly to the camera. He has an engaged and expressive demeanor, smiling and using various hand gestures to emphasize his words. He says, [SPEECH_0].","A clear, friendly male voice speaks in a calm and conversational tone, with a moderate pace and a slightly informal, engaging manner. The recording is clean and intimate, with no background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/702fb83f97637729f708c112e1b4d7b7-Scene-026.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/702fb83f97637729f708c112e1b4d7b7-Scene-026.wav
"This is an interview presented as a static, eye-level medium shot from a front view. The scene is set in an indoor warehouse or large garage during the daytime, with high ceilings, industrial lighting, and a concrete floor. In the center-right foreground, a man with a mustache and goatee, wearing a black zip-up jacket with a logo on the left chest, stands and speaks. He has a neutral expression that turns into a slight smile. Behind him to the left, a large semi-truck with a custom wrap featuring a sunset and a forest scene is parked. To the right, another large, silver semi-truck cab is partially visible. The man speaks, saying, [SPEECH_0].","A clear, neutral male voice speaks in a calm and steady tone. The dialogue is natural and conversational, with a slight upward inflection at the end of the sentence. The audio is clean and free of background noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/5cb75900479337ad832c8c49cde98437-Scene-022.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/5cb75900479337ad832c8c49cde98437-Scene-022.wav
"This is an interview or vlog-style video, presented as a static, eye-level medium shot from a front view. The scene is set inside a horse trailer or stable, with metal bars and dark walls in the background, under soft, even lighting. A young man with short, blonde hair, wearing a dark blue polo shirt with black stripes, stands on the left side of the frame. He is petting a brown horse with a white marking on its forehead, which stands calmly on the right. The man speaks directly to the camera, gesturing with his hands as he talks, and says, [SPEECH_0].","A clear, neutral male voice speaking in a calm and reflective tone. The speech is steady and at a moderate pace, with no background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/4b6e29d9d6d956113fae88de59686216-Scene-063_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/4b6e29d9d6d956113fae88de59686216-Scene-063_subtitle_cropped.wav
"This is a vlog filmed in a static, eye-level medium shot from a front view. The scene is set in a cluttered woodworking workshop during the daytime, with shelves holding various tools and supplies in the background and a window showing greenery outside. In the center foreground, a young man with light skin, wearing a dark, patterned flat cap, a dark denim jacket over a plaid shirt, and a small earring in his left ear, is holding a small handsaw. He gestures with his hands and speaks to the camera, saying, [SPEECH_0]. He then places the saw on the workbench, which is covered in sawdust. To his right, a wooden box with a dovetail joint on the side and a brass handle sits stationary on the workbench.","A clear, friendly male voice speaking in a calm and warm tone, with a natural and engaging delivery. The dialogue is conversational and informative, with a slight echo suggesting an indoor environment.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/5e1d39b3e206ed74ee05ab4577e9221c-Scene-031.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/5e1d39b3e206ed74ee05ab4577e9221c-Scene-031.wav
"This is an interview, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor laboratory during the daytime, with various pieces of equipment, a cabinet, and window blinds in the background, under soft lighting. In the center, an older man with gray hair and glasses, wearing a purple button-down shirt, sits and speaks with an engaged and informative expression. He gestures with his hands as he talks, saying, [SPEECH_0].","A clear, calm male voice speaks in a steady, informative tone. The audio is clean and well-recorded, with no background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/d21e66a3939e680d5f1eac8d5fd7bca1-Scene-251_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/d21e66a3939e680d5f1eac8d5fd7bca1-Scene-251_cropped.wav
"This is an interview, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor aircraft hangar or museum during the daytime, with vintage airplanes visible in the background and low-key lighting. In the center foreground, an older man with short, dark hair, wearing a brown jacket over a blue sweater and a patterned scarf, is speaking and gesturing with his hands. He has an engaged and expressive expression. To his left and right in the background are two stationary vintage biplanes. The man speaks, saying, [SPEECH_0]. Tense, instrumental music plays in the background.","A clear, mature male voice speaks in a calm and steady tone. The dialogue is delivered at a moderate pace with a neutral, narrative quality. There is no background noise, and the audio is clean and focused on the speaker.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/dcb844408a568ce80a9c3a25a2e29698-Scene-020.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/dcb844408a568ce80a9c3a25a2e29698-Scene-020.wav
